 ,Label,slice,Saturated,J.D.-2400000,JD_UTC,BJD_TDB,AIRMASS,EXPTIME,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4
71,cpt1m012-fa06-20190903-0135-e91.fits,71,0,58730.36076,2458730.360761,2458730.366849,1.211593,69.981,8.400823,13,25,38,0.232336,0.361055,1.058684,0.282827,0.000475,0.000708,0.001801,0.000605,489.200118,510.182746,587.990584,467.220587,1518106.788,1286.974278,1997.501909,2016.843392,1998.001909,2079.656608,23.54958,-29.416887,352711.5752,530.929158,656.070381,537.612405,5736.814941,664.328884,163.116577,2233,6.228438,10.223875,9.148774,11.298977,86.969418,0.956243,2700.60547,2435.73225,2701.10547,1660.76775,23.55537,-29.370807,402716.837,684.255078,588.547824,7181.608398,758.513317,160.91102,6.346308,9.926867,8.503642,11.350091,276.088993,0.917381,1883.535146,2758.902364,1884.035146,1337.597636,23.548579,-29.336677,780690.5525,879.950301,887.19846,12967.90234,1470.423201,164.877953,5.898987,10.161567,9.307127,11.016007,282.775849,0.965741,3052.211949,1536.818729,3052.711949,2559.681271,23.558359,-29.467718,334699.3987,643.261414,520.3163,5643.887695,630.403121,160.661874,6.477774,9.978775,8.240861,11.71669,86.747823,0.884224
72,cpt1m012-fa06-20190903-0136-e91.fits,72,0,58730.36188,2458730.361877,2458730.367965,1.206746,70.009,8.604127,13,25,38,0.233951,0.359277,1.061693,0.283242,0.000476,0.000706,0.001805,0.000605,491.922215,509.135957,588.204249,467.925072,1516486.559,1284.843764,1997.605338,2016.94471,1998.105338,2079.55529,23.54958,-29.416887,354783.2095,530.929158,655.592171,541.1645,5756.568359,668.230787,159.910975,2239,6.740001,10.229362,9.215852,11.242873,86.647428,0.960961,2700.731831,2435.82131,2701.231831,1660.67869,23.55537,-29.370806,400829.5386,683.367978,586.550074,7268.906738,754.958608,159.666204,6.219261,9.915268,8.529417,11.301119,275.635666,0.921838,1883.67765,2758.983523,1884.17765,1337.516477,23.548579,-29.336679,780932.645,878.340198,889.100427,12984.17188,1470.87918,162.224871,6.630628,10.156874,9.354965,10.958783,282.749832,0.969772,3052.3631,1536.873165,3052.8631,2559.626835,23.55836,-29.467722,334724.3753,642.144999,521.259802,5636.526855,630.450164,158.03364,6.425797,9.965771,8.274266,11.657276,85.989627,0.888966
73,cpt1m012-fa06-20190903-0137-e91.fits,73,0,58730.363,2458730.362999,2458730.369087,1.20195,69.973,8.577457,13,25,38,0.232142,0.359596,1.061981,0.282846,0.000472,0.000704,0.0018,0.000603,491.553242,510.970585,589.884488,469.080519,1519782.328,1283.986004,1997.516085,2016.817847,1998.016085,2079.682153,23.54958,-29.416892,352804.864,530.929158,652.91613,540.352501,5570.019043,664.504592,157.775706,2251,6.281772,10.333774,9.322015,11.345532,87.037789,0.961976,2700.647889,2435.711426,2701.147889,1660.788574,23.55537,-29.37081,401963.1145,682.574269,588.892862,7039.873535,757.093688,156.492066,6.362301,10.038455,8.712458,11.364452,276.088064,0.929441,1883.594467,2758.866313,1884.094467,1337.633687,23.54858,-29.336683,782732.6069,878.297975,891.192545,12463.15039,1474.269391,159.744363,6.5394,10.299663,9.495718,11.103609,282.455453,0.970731,3052.258124,1536.816569,3052.758124,2559.683431,23.558359,-29.467719,335086.6067,641.330721,522.486442,5402.866211,631.132424,155.774928,6.522227,10.094698,8.382494,11.806903,85.605855,0.888671
74,cpt1m012-fa06-20190903-0138-e91.fits,74,0,58730.36412,2458730.364118,2458730.370206,1.197246,70.029,9.138947,13,25,38,0.232841,0.360213,1.063766,0.281608,0.000474,0.000706,0.001808,0.000603,491.142058,510.013562,588.245081,466.672425,1514093.982,1282.578472,1997.648288,2016.992043,1998.148288,2079.507957,23.54958,-29.41688,352542.4262,530.929158,652.729009,540.105344,5418.970215,664.010293,157.150162,2202,7.175083,10.535008,9.540998,11.529017,88.095702,0.964861,2700.72377,2435.93912,2701.22377,1660.56088,23.55537,-29.370796,400964.123,681.887099,588.021278,6426.860352,755.212097,157.112,6.900103,10.191469,8.840802,11.542135,276.177552,0.928893,1883.697083,2759.062432,1884.197083,1337.437568,23.54858,-29.336671,780437.9947,877.33826,889.55199,12283.1709,1469.94751,159.295473,6.916965,10.461271,9.669658,11.252885,283.209383,0.971767,3052.396985,1536.899786,3052.896985,2559.600214,23.558359,-29.467718,332691.8642,640.558429,519.377857,5128.467773,626.621949,156.372732,6.986181,10.268546,8.595198,11.941894,86.833739,0.897961
75,cpt1m012-fa06-20190903-0139-e91.fits,75,0,58730.36524,2458730.365238,2458730.371326,1.192606,69.977,9.007274,13,25,38,0.232449,0.359443,1.062427,0.28281,0.000473,0.000704,0.001803,0.000604,491.327295,510.412676,589.212251,468.393597,1515663.884,1281.926196,1997.55673,2016.957079,1998.05673,2079.542921,23.54958,-29.416887,352315.1071,530.929158,652.221409,540.177158,5293.359863,663.58214,155.509825,2214,6.620008,10.47345,9.430276,11.516623,86.611318,0.960544,2700.636854,2435.876827,2701.136854,1660.623173,23.55537,-29.370801,400748.2756,681.24685,588.25707,6583.302246,754.80555,155.047145,6.777097,10.170594,8.814275,11.526913,275.341489,0.928884,1883.595179,2758.997666,1884.095179,1337.502334,23.548579,-29.336677,780770.5163,876.891611,890.384292,12409.42676,1470.573812,157.610817,6.382732,10.373288,9.537928,11.208647,280.679011,0.970477,3052.255743,1536.985229,3052.755743,2559.514771,23.558359,-29.467711,334145.0921,640.545552,521.657033,5121.788574,629.35909,154.426106,7.110312,10.23316,8.555632,11.910687,85.931018,0.895975
76,cpt1m012-fa06-20190903-0140-e91.fits,76,0,58730.36636,2458730.366357,2458730.372445,1.188055,69.969,9.668452,13,25,38,0.232219,0.359087,1.060434,0.283899,0.000473,0.000704,0.001801,0.000606,490.81753,509.865407,588.85412,468.756248,1514273.563,1281.68473,1997.615999,2016.851349,1998.115999,2079.648651,23.54958,-29.416891,351642.3657,530.929158,651.694086,539.58195,4716.904297,662.315038,154.602784,2178,7.946274,10.690888,9.715188,11.666588,87.287765,0.966936,2700.707869,2435.69267,2701.207869,1660.80733,23.55537,-29.370809,400089.2852,680.972991,587.525923,6064.865234,753.564348,154.287449,7.132262,10.371652,9.050203,11.693101,275.369633,0.934863,1883.652075,2758.837,1884.152075,1337.663,23.548579,-29.336684,779344.2455,876.368301,889.288493,10963.86133,1467.887444,157.009809,7.302425,10.580093,9.79802,11.362166,281.58269,0.974422,3052.302663,1536.879724,3052.802663,2559.620276,23.55836,-29.467715,334840.0324,641.069525,522.314694,4732.359863,630.668004,153.780228,7.285574,10.403338,8.780402,12.026274,86.17781,0.905553
77,cpt1m012-fa06-20190903-0141-e91.fits,77,0,58730.36748,2458730.367475,2458730.373563,1.183593,69.973,9.403113,13,25,38,0.231159,0.361357,1.057782,0.282909,0.000472,0.000707,0.001794,0.000603,489.509558,511.410405,589.562493,468.893197,1516011.126,1281.853367,1997.384363,2016.940514,1997.884363,2079.559486,23.54958,-29.416889,350439.8269,530.929158,651.699121,537.732545,4993.888184,660.050067,155.896756,2269,7.16776,10.69647,9.735927,11.657013,86.085238,0.967658,2700.498418,2435.816639,2700.998418,1660.683361,23.55537,-29.370808,402408.2082,682.167814,589.89621,6126.210449,757.932017,154.693143,6.776959,10.407197,9.117748,11.696646,274.748446,0.938771,1883.493507,2758.926941,1883.993507,1337.573059,23.54858,-29.336686,779290.1383,876.458397,889.135343,11230.96094,1467.785534,157.945184,6.764786,10.570088,9.795027,11.34515,280.717919,0.975443,3052.137671,1536.933281,3052.637671,2559.566719,23.55836,-29.467716,334312.7792,640.012347,522.35364,4763.806641,629.674927,154.146768,7.234493,10.455909,8.889163,12.022656,85.330288,0.911766
78,cpt1m012-fa06-20190903-0142-e91.fits,78,0,58730.36859,2458730.368594,2458730.374682,1.179177,69.973,9.444461,13,25,38,0.231941,0.358952,1.05991,0.284223,0.000474,0.000704,0.001801,0.000607,489.664306,509.623014,588.512809,468.528753,1513849.945,1282.110865,1997.447506,2017.149785,1997.947506,2079.350215,23.54958,-29.416893,351124.3576,530.929158,652.502923,538.11921,4931.180176,661.339375,157.288414,2200,7.341699,10.532342,9.532926,11.531758,85.970664,0.963914,2700.534804,2436.101412,2701.034804,1660.398588,23.55537,-29.370801,399866.8182,680.866832,587.290788,6199.59082,753.145334,156.51667,6.787402,10.256584,8.932066,11.581102,274.927,0.933516,1883.507553,2759.241002,1884.007553,1337.258998,23.54858,-29.336677,778939.1402,876.575735,888.615906,11407.58301,1467.124432,159.084633,6.904076,10.512027,9.696199,11.327856,281.635905,0.971792,3052.154432,1537.121476,3052.654432,2559.378524,23.55836,-29.467721,335043.9863,641.750425,522.078324,4939.802734,631.052149,155.659045,7.341554,10.342711,8.693473,11.99195,85.813438,0.901177
79,cpt1m012-fa06-20190903-0143-e91.fits,79,0,58730.36971,2458730.369712,2458730.375800,1.174853,69.985,10.036949,13,25,38,0.232769,0.3584,1.065393,0.282593,0.000474,0.000703,0.00181,0.000604,491.483782,509.494329,588.685686,468.108257,1512690.652,1280.33023,1997.348454,2016.969517,1997.848454,2079.530483,23.54958,-29.41688,352107.7175,530.929158,651.488822,540.466245,4607.23877,663.191524,153.868136,2197,8.019466,10.77932,9.865431,11.69321,87.336213,0.971411,2700.468513,2435.87818,2700.968513,1660.62182,23.55537,-29.370795,399107.7673,680.047938,586.881814,5671.653809,751.715669,153.588816,7.229843,10.466032,9.205573,11.726491,276.304708,0.94081,1883.398771,2758.958022,1883.898771,1337.541978,23.54858,-29.336676,780292.2501,876.422733,890.314937,10115.53516,1469.673002,155.48455,7.67269,10.728945,9.97573,11.48216,283.978354,0.97498,3052.100808,1536.92896,3052.600808,2559.57104,23.55836,-29.467712,333290.6342,639.267936,521.362977,4573.337891,627.749727,152.215436,7.781338,10.523049,8.934704,12.111394,86.67335,0.911698
80,cpt1m012-fa06-20190903-0144-e91.fits,80,0,58730.37083,2458730.370828,2458730.376916,1.1706,69.973,9.737049,13,25,38,0.232697,0.360355,1.061302,0.282434,0.000473,0.000704,0.001799,0.000602,492.154833,511.559155,589.83217,469.013203,1514147.023,1279.467479,1997.49012,2017.163895,1997.99012,2079.336105,23.54958,-29.41688,352337.8307,530.929158,651.062745,541.173387,5251.004395,663.624939,151.38438,2216,7.447443,10.347837,9.39488,11.300794,85.963906,0.965973,2700.56807,2436.140332,2701.06807,1660.359668,23.55537,-29.370789,401093.8776,679.847462,589.976281,6216.050781,755.456488,149.899829,7.194759,10.043783,8.801455,11.286111,274.398519,0.939211,1883.547875,2759.213715,1884.047875,1337.286285,23.54858,-29.336671,779588.3669,876.024681,889.915985,12134.36328,1468.347245,153.559877,7.18614,10.269868,9.489603,11.050133,280.767126,0.973621,3052.228863,1537.12467,3052.728863,2559.37533,23.55836,-29.46771,333464.7784,638.298688,522.427485,5075.004883,628.077726,150.050079,7.082905,10.132558,8.585367,11.679749,84.569927,0.90766
81,cpt1m012-fa06-20190903-0145-e91.fits,81,0,58730.37195,2458730.371947,2458730.378035,1.166418,69.973,9.611424,13,25,38,0.232756,0.360992,1.059807,0.282447,0.000472,0.000705,0.001795,0.000602,492.947815,512.333474,590.507543,469.461459,1517231.718,1280.710099,1997.583254,2016.985619,1998.083254,2079.514381,23.54958,-29.416884,353145.0319,530.929158,651.430222,542.107228,5231.859863,665.145295,151.287416,2186,7.205938,10.226638,9.265376,11.1879,85.023153,0.964206,2700.693572,2435.876226,2701.193572,1660.623774,23.55537,-29.3708,402433.4852,680.936757,590.999797,6606.766113,757.979626,150.773537,6.934073,9.935742,8.629144,11.24234,274.94278,0.931128,1883.689596,2758.916703,1884.189596,1337.583297,23.54858,-29.336686,780642.5449,876.457481,890.67931,12074.27734,1470.332779,155.312214,7.319208,10.133999,9.359175,10.908824,281.218796,0.972947,3052.250815,1536.947623,3052.750815,2559.552377,23.55836,-29.467715,334155.6881,639.035033,522.906681,5256.559082,629.379048,150.078006,7.249428,9.975991,8.344156,11.607825,85.517835,0.895951
82,cpt1m012-fa06-20190903-0146-e91.fits,82,0,58730.37307,2458730.373067,2458730.379155,1.162293,69.973,9.228028,13,25,38,0.233435,0.361043,1.058593,0.282873,0.000472,0.000703,0.001789,0.000601,494.576549,513.379203,591.788937,470.380807,1522542.867,1282.458395,1997.404464,2017.220159,1997.904464,2079.279841,23.54958,-29.416879,355414.1124,530.929158,653.296749,544.031656,5576.681152,669.419087,152.992119,2210,6.958838,10.05459,9.050715,11.058464,86.924161,0.960455,2700.502589,2436.113731,2701.002589,1660.386269,23.55537,-29.370793,403883.7586,682.032521,592.176687,6968.949707,760.711203,152.653553,6.514339,9.703106,8.381225,11.024986,275.355473,0.925883,1883.483422,2759.21238,1883.983422,1337.28762,23.54858,-29.336673,782939.2133,876.85845,892.891223,12592.57422,1474.658532,155.515398,6.806746,9.968366,9.158196,10.778536,281.516469,0.96921,3052.107476,1537.151915,3052.607476,2559.348085,23.55836,-29.467712,335719.8948,640.820127,523.890996,5518.228027,632.325216,152.607714,7.020764,9.769245,8.096004,11.442486,85.883272,0.886932
83,cpt1m012-fa06-20190903-0147-e91.fits,83,0,58730.37418,2458730.374184,2458730.380272,1.158249,69.977,9.17945,13,25,38,0.232691,0.36044,1.059366,0.283108,0.000471,0.000702,0.00179,0.000601,494.091733,513.356135,591.843854,470.718012,1522359.943,1282.162636,1997.424676,2017.020013,1997.924676,2079.479987,23.54958,-29.416872,354240.0686,530.929158,651.926795,543.373998,5405.955566,667.207787,152.11273,2149,7.172044,10.016141,9.044405,10.987877,85.551961,0.962144,2700.540196,2435.908697,2701.040196,1660.591303,23.55537,-29.37079,403340.0363,681.19051,592.110475,6832.902832,759.687107,151.346523,6.545171,9.687732,8.394765,10.9807,274.655406,0.929372,1883.485352,2758.995865,1883.985352,1337.504135,23.54858,-29.33667,783122.6187,877.263545,892.687977,12117.60449,1475.003974,155.294311,6.75378,9.977824,9.207326,10.748322,281.748811,0.971974,3052.162307,1536.862435,3052.662307,2559.637565,23.55836,-29.467717,335897.2878,640.569424,524.372964,5360.986816,632.659334,150.258168,7.018776,9.787698,8.191828,11.383568,84.632713,0.895471
84,cpt1m012-fa06-20190903-0148-e91.fits,84,0,58730.3753,2458730.375301,2458730.381389,1.154261,69.977,9.426435,13,25,38,0.231512,0.360481,1.059657,0.282959,0.000469,0.000701,0.001788,0.0006,493.581275,514.024813,592.772515,471.863161,1523466.031,1281.096446,1997.431554,2017.057408,1997.931554,2079.442592,23.54958,-29.416877,352700.1783,530.929158,650.11584,542.518974,5119.318359,664.307418,149.833264,2213,7.488239,10.155518,9.161982,11.149053,87.19198,0.962075,2700.579519,2435.925657,2701.079519,1660.574343,23.55537,-29.370794,403666.7175,680.948442,592.800707,6481.175293,760.302408,148.596934,6.789136,9.878937,8.574466,11.183407,276.193493,0.929376,1883.525973,2759.068905,1884.025973,1337.431095,23.548579,-29.33667,783796.1071,877.02504,893.698665,11985.8457,1476.272483,151.715441,6.993275,10.054813,9.291868,10.817759,283.180786,0.971641,3052.188142,1536.998219,3052.688142,2559.501781,23.55836,-29.467708,336003.2059,639.018311,525.811546,5174.435547,632.85883,147.869146,7.255638,9.901938,8.255552,11.548324,85.959534,0.893177
85,cpt1m012-fa06-20190903-0149-e91.fits,85,0,58730.37642,2458730.376422,2458730.382510,1.150355,69.993,9.148318,13,25,38,0.232061,0.360342,1.058741,0.283439,0.00047,0.0007,0.001785,0.0006,494.167367,514.563344,593.230867,472.366945,1526137.672,1282.43616,1997.432945,2017.083123,1997.932945,2079.416877,23.54958,-29.416878,354157.5204,530.929158,651.962708,543.217451,5499.152344,667.052308,152.209248,2254,7.141763,9.987706,9.002224,10.973188,87.651564,0.961547,2700.584428,2435.988506,2701.084428,1660.511494,23.55537,-29.370789,404259.6652,681.110003,593.530653,7071.869141,761.419219,150.202233,6.460744,9.69626,8.369529,11.022991,276.774382,0.923648,1883.520044,2759.061535,1884.020044,1337.438465,23.548579,-29.336673,784841.0639,877.972857,893.924063,12680.98047,1478.240649,154.554263,6.675253,9.948035,9.158209,10.737862,283.347423,0.968805,3052.145019,1537.072503,3052.645019,2559.427497,23.55836,-29.467704,337036.943,640.230686,526.430473,5665.726074,634.805864,150.183207,6.889078,9.777903,8.112303,11.443503,86.209057,0.888444
86,cpt1m012-fa06-20190903-0150-e91.fits,86,0,58730.37754,2458730.377540,2458730.383628,1.146502,69.969,9.792774,13,25,38,0.231896,0.360532,1.058524,0.283354,0.00047,0.000703,0.00179,0.000602,492.947777,513.1203,591.500906,470.818994,1521756.796,1282.496148,1997.520677,2017.051392,1998.020677,2079.448608,23.54958,-29.416885,352889.724,530.929158,651.17492,541.927696,5074.255371,664.664425,153.538811,2223,7.565356,10.280822,9.264209,11.297435,89.644666,0.961635,2700.617527,2435.903521,2701.117527,1660.596479,23.55537,-29.370802,403255.4278,681.291234,591.898747,6081.022949,759.527747,152.501544,7.654621,9.960651,8.596993,11.32431,278.045724,0.92175,1883.610725,2759.015206,1884.110725,1337.484794,23.54858,-29.336682,782510.0915,877.780448,891.464481,11549.89844,1473.850285,155.94487,7.302928,10.213213,9.399774,11.026652,284.959345,0.966648,3052.188291,1536.985556,3052.688291,2559.514444,23.55836,-29.467717,335991.2771,640.421821,524.640582,4914.506348,632.836362,151.531431,7.499873,10.000603,8.285235,11.715971,88.04356,0.888426
87,cpt1m012-fa06-20190903-0151-e91.fits,87,0,58730.37866,2458730.378656,2458730.384744,1.142723,69.977,9.659435,13,25,38,0.231297,0.359471,1.061727,0.283055,0.000469,0.000701,0.001793,0.000601,492.717374,513.119414,592.053503,470.988431,1521153.479,1280.509972,1997.145933,2016.784382,1997.645933,2079.715618,23.549581,-29.416879,351838.5727,530.929158,649.758078,541.491649,4881.189453,662.684592,151.153112,2178,7.649709,10.522465,9.697475,11.347455,78.74035,0.971536,2700.291113,2435.658607,2700.791113,1660.841393,23.555372,-29.370791,402223.2934,679.94473,591.552925,6170.384277,757.583732,150.285501,6.877562,10.223419,9.117697,11.329141,270.105936,0.954284,1883.234442,2758.71804,1883.734442,1337.78196,23.548581,-29.336677,783347.8313,876.535588,893.686283,11236.80273,1475.42816,153.181892,7.162235,10.380561,9.754144,11.006979,273.792616,0.985283,3051.841306,1536.833651,3052.341306,2559.666349,23.558361,-29.467698,335582.354,639.582923,524.689359,5064.754883,632.066159,149.05167,7.15546,10.246746,8.835453,11.658039,80.564164,0.918381
88,cpt1m012-fa06-20190903-0152-e91.fits,88,0,58730.37978,2458730.379784,2458730.385872,1.138975,69.973,9.330316,13,25,38,0.23304,0.360537,1.061158,0.282328,0.00047,0.000701,0.00179,0.000599,495.356138,514.09388,592.678123,471.056963,1523261.708,1280.980994,1997.327082,2016.882867,1997.827082,2079.617133,23.54958,-29.416892,354980.5172,530.929158,651.479638,544.883518,5277.689453,668.602414,149.178538,2186,7.216094,10.165455,9.149371,11.18154,89.754779,0.96082,2700.460067,2435.83753,2700.960067,1660.66247,23.55537,-29.370797,403658.309,680.779534,592.935435,6639.299805,760.28657,149.06979,6.61431,9.842048,8.510099,11.173998,277.752199,0.923915,1883.381803,2758.956987,1883.881803,1337.543013,23.548579,-29.336678,784229.7986,876.804328,894.418257,11727.64356,1477.089337,152.029217,6.915538,10.082954,9.245563,10.920346,285.024424,0.963681,3052.017747,1536.938471,3052.517747,2559.561529,23.55836,-29.467709,335373.6009,639.269665,524.61992,5540.959473,631.672975,148.800503,6.915885,9.901499,8.205056,11.597941,88.483837,0.888872
89,cpt1m012-fa06-20190903-0153-e91.fits,89,0,58730.3809,2458730.380901,2458730.386989,1.135329,70.077,9.531892,13,25,38,0.232765,0.359732,1.064092,0.281909,0.00047,0.0007,0.001795,0.000599,494.881806,513.941907,592.791908,470.908785,1526084.296,1282.874644,1997.457309,2017.281839,1997.957309,2079.218161,23.54958,-29.416878,355219.7005,530.929158,652.725691,544.209774,5470.419922,669.052914,152.007618,2197,7.372136,9.989397,9.008024,10.970769,271.046681,0.962078,2700.591608,2436.196965,2701.091608,1660.303035,23.55537,-29.37079,403742.5427,681.349785,592.562809,6907.977051,760.445224,151.092276,7.136633,9.693682,8.421843,10.965522,277.821813,0.928236,1883.531888,2759.264281,1884.031888,1337.235719,23.548579,-29.336674,786735.4903,878.553137,895.489934,12668.38965,1481.808783,154.440191,7.363831,9.919515,9.141895,10.697134,285.718331,0.966644,3052.154572,1537.305483,3052.654572,2559.194517,23.55836,-29.467702,335606.2634,640.057973,524.33729,5659.352539,632.111192,150.611929,6.924654,9.785787,8.155614,11.415961,88.582941,0.894653
90,cpt1m012-fa06-20190903-0154-e91.fits,90,0,58730.38202,2458730.382023,2458730.388111,1.131724,69.973,9.595943,13,25,38,0.233515,0.36026,1.058282,0.28369,0.000471,0.000701,0.001785,0.000601,495.789229,514.096488,592.833161,472.172718,1522095.537,1279.919931,1997.403059,2017.224384,1997.903059,2079.275616,23.54958,-29.41687,355432.5021,530.929158,651.628233,545.452889,5389.987305,669.453724,149.903964,2240,7.61657,9.958077,9.037838,10.878317,87.759869,0.96621,2700.57198,2436.08612,2701.07198,1660.41388,23.55537,-29.370787,403121.2298,679.886232,592.924538,6891.599609,759.274987,149.445533,6.883699,9.651876,8.39145,10.912302,275.048636,0.931963,1883.490671,2759.182796,1883.990671,1337.317204,23.548579,-29.336669,782597.6401,876.010854,893.365232,12478.88965,1474.015182,151.844262,7.243452,9.85283,9.114312,10.591348,283.186596,0.972314,3052.152113,1537.15706,3052.652113,2559.34294,23.55836,-29.467701,336376.6674,639.182857,526.260464,5502.018066,633.562241,148.320544,7.108159,9.77407,8.266102,11.282038,85.895756,0.907273
91,cpt1m012-fa06-20190903-0155-e91.fits,91,0,58730.38314,2458730.383144,2458730.389232,1.128182,69.973,9.428066,13,25,38,0.232539,0.359209,1.061146,0.283514,0.000469,0.000698,0.001788,0.0006,495.858534,514.375494,593.494658,472.52457,1523148.613,1279.153968,1997.515737,2017.121238,1998.015737,2079.378762,23.54958,-29.41688,354190.9753,530.929158,649.418276,545.397301,5538.589844,667.11532,146.857373,2155,7.345029,9.819345,8.840286,10.798404,87.716295,0.960764,2700.666896,2435.986891,2701.166896,1660.513109,23.55537,-29.370795,402534.8803,678.778564,593.028274,7049.473633,758.170603,145.288563,7.120499,9.494101,8.222012,10.76619,275.616666,0.927967,1883.581025,2759.103917,1884.081025,1337.396083,23.548579,-29.336675,784167.2715,875.915342,895.254637,13057.28711,1476.971568,149.021935,6.866727,9.704344,8.953,10.455687,282.4489,0.971203,3052.183697,1537.147817,3052.683697,2559.352183,23.55836,-29.467701,336446.4614,638.957628,526.5552,5843.015137,633.693697,145.680435,6.784065,9.600805,8.034714,11.166897,85.887386,0.896902
92,cpt1m012-fa06-20190903-0156-e91.fits,92,0,58730.38426,2458730.384264,2458730.390352,1.124712,69.973,9.558155,13,25,38,0.231727,0.360578,1.05775,0.283614,0.000469,0.000699,0.00178,0.000599,494.588791,515.7459,594.359257,473.308886,1525375.498,1279.449561,1997.294841,2017.182774,1997.794841,2079.317226,23.549581,-29.416878,353471.3268,530.929158,650.277627,543.569873,5543.990234,665.759869,146.833988,2153,7.538677,9.854283,8.91962,10.788947,86.218192,0.964031,2700.447552,2436.046546,2700.947552,1660.453454,23.555371,-29.370796,404252.139,679.372879,595.037205,6782.567871,761.405043,145.944115,6.85251,9.584681,8.329892,10.83947,274.544618,0.932039,1883.352117,2759.195756,1883.852117,1337.304244,23.54858,-29.336673,784092.1833,875.918353,895.165834,12378.02344,1476.83014,149.054572,7.1826,9.777679,8.975591,10.579768,281.130171,0.968992,3051.992435,1537.120168,3052.492435,2559.379832,23.55836,-29.467708,337031.1753,638.913695,527.506576,5720.889648,634.795,144.642719,7.230767,9.693986,8.099371,11.288601,86.21936,0.895585
93,cpt1m012-fa06-20190903-0157-e91.fits,93,0,58730.38538,2458730.385380,2458730.391468,1.121304,70.025,9.996413,13,25,38,0.232232,0.360021,1.061269,0.282743,0.000469,0.0007,0.00179,0.000599,494.746263,514.269109,592.992262,471.733556,1521904.128,1279.189174,1997.50461,2017.210211,1998.00461,2079.289789,23.549581,-29.416879,353435.1849,530.929158,649.679965,544.01429,5252.212402,665.691796,147.288683,2179,7.926542,9.949798,9.033385,10.866211,87.519296,0.966385,2700.620679,2436.145853,2701.120679,1660.354147,23.555371,-29.370788,402874.6532,679.27753,593.09286,6540.970703,758.810562,147.176249,7.374156,9.615186,8.386597,10.843776,274.71695,0.935029,1883.543677,2759.247826,1884.043677,1337.252174,23.54858,-29.336671,783570.4508,876.04588,894.43997,11979.67871,1475.847462,149.380626,7.851679,9.889357,9.139368,10.639346,282.440146,0.972365,3052.194994,1537.1976,3052.694994,2559.3024,23.55836,-29.467703,335459.0238,638.318569,525.53543,5360.756348,631.833868,146.199837,7.275118,9.720251,8.253294,11.187207,85.151619,0.910365
94,cpt1m012-fa06-20190903-0158-e91.fits,94,0,58730.3865,2458730.386499,2458730.392587,1.117965,69.973,10.044742,13,25,38,0.232054,0.360603,1.06492,0.280817,0.000469,0.000701,0.001796,0.000597,494.42478,514.427389,592.968979,470.680595,1522677.163,1279.590734,1997.385426,2016.892257,1997.885426,2079.607743,23.54958,-29.416877,353342.7328,530.929158,650.046919,543.564968,5214.040039,665.517663,148.478024,2254,7.918511,9.927889,8.991444,10.864333,86.824664,0.964603,2700.507968,2435.747657,2701.007968,1660.752343,23.55537,-29.370793,403557.7286,680.189078,593.302277,6347.995605,760.097128,148.077367,7.354388,9.682817,8.42427,10.941365,275.877481,0.93182,1883.456328,2758.88388,1883.956328,1337.61612,23.54858,-29.336672,785274.7248,876.767025,895.648105,11846.89551,1479.057445,151.059663,7.71297,9.847701,9.066789,10.628612,281.805096,0.970414,3052.105516,1536.829364,3052.605516,2559.670636,23.55836,-29.467705,333844.71,637.161556,523.956141,5334.950684,628.793323,147.580542,7.196684,9.758608,8.242462,11.274754,86.301918,0.906393
